"","Order","ID","FID_1","FirstID","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2","Area_ha","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_PersonsPerDwellingUnit"
"40",39,3181,3181,440,NA,NA,NA,NA,NA,NA,1,513813.0234,2177660.96,"N2W5","22","NONE",168.368,0.0168368,"Tlam",1,0,0.338912134,2,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"41",40,3188,3188,423,NA,NA,NA,NA,NA,NA,1,513910.0933,2177466.975,"N2W5","5","NONE",52.513,0.0052513,"Micca",1,0,0.263157895,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"42",41,3190,3190,422,NA,NA,NA,NA,NA,NA,1,513997.0598,2177362.38,"N2W5","4","NONE",78.287,0.0078287,"Micca",1,0,0.096774194,4,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"43",42,3194,3194,430,NA,NA,NA,NA,NA,NA,1,514124.4653,2177302.358,"N2W5","12","NONE",37.34,0.003734,"",0,0,0.036144578,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"44",43,3211,3211,213,NA,NA,NA,NA,NA,NA,1,513710.489,2177707.065,"N2W6","1","NONE",87.401,0.0087401,"Tlam",1,0,0.163636364,5,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"45",44,3219,3219,297,NA,NA,NA,NA,NA,NA,1,513304.8381,2177606.108,"N2W6","94","NONE",102.544,0.0102544,"Tlam",1,0,0,4,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"46",45,3251,3251,99,NA,NA,NA,NA,NA,NA,1,513004.3676,2177629.944,"N2W7","14","NONE",104.225,0.0104225,"Tza",1,0,0.012903226,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"47",46,3254,3254,96,NA,NA,NA,NA,NA,NA,1,513220.8655,2177572.636,"N2W7","11","NONE",109.547,0.0109547,"Tza",1,0,0.029411765,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"48",47,3255,3255,97,NA,NA,NA,NA,NA,NA,1,513107.5822,2177476.355,"N2W7","12","NONE",113.222,0.0113222,"Tlam",1,0,0.053892216,4,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"49",48,3256,3256,97,NA,NA,NA,NA,NA,NA,1,513128.5637,2177461.501,"N2W7","12","NONE",59.347,0.0059347,"Tlam",1,0,0.053892216,4,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"50",49,3260,3260,100,NA,NA,NA,NA,NA,NA,1,512900.4157,2177523.299,"N2W7","15","NONE",146.777,0.0146777,"Tza",1,0,0.034883721,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"51",50,3261,3261,128,NA,NA,NA,NA,NA,NA,1,513100.4703,2177404.881,"N1W7","23","NONE",98.605,0.0098605,"Tza",1,0,0.019607843,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",0
"52",51,3265,3265,6,NA,NA,NA,NA,NA,NA,1,512846.604,2177908.691,"N2W8","6","NONE",48.55,0.004855,"Tza",1,0,0,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",0
"53",52,3266,3266,4,NA,NA,NA,NA,NA,NA,1,512859.2136,2177963.196,"N2W8","4","NONE",67.949,0.0067949,"Tza",1,0,0,5,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",0
"54",53,3267,3267,5,NA,NA,NA,NA,NA,NA,1,512792.8624,2177941.555,"N2W8","5","NONE",40.397,0.0040397,"Tza",1,0,0,2,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",0
"55",54,3268,3268,3,NA,NA,NA,NA,NA,NA,1,512755.3946,2177970.769,"N2W8","3","NONE",81.608,0.0081608,"Tza",1,0,0.003724395,7,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",0
"56",55,3274,3274,3444,NA,NA,NA,NA,NA,NA,1,517082.8609,2177353.608,"N3E3","17","NONE",81.834,0.0081834,"Tlam",1,0,0.053571429,5,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",0
"57",56,3286,3286,3811,NA,NA,NA,NA,NA,NA,1,518545.3461,2176784.853,"N3E6","1","NONE",92.202,0.0092202,"Micca",1,0,0,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"58",57,3287,3287,3812,NA,NA,NA,NA,NA,NA,1,518625.338,2176869.577,"N3E6","2","NONE",96.904,0.0096904,"Micca",1,0,0.150943396,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"59",58,3327,3327,411,NA,NA,NA,NA,NA,NA,1,513909.0756,2178054.117,"N3W5","29","NONE",81.593,0.0081593,"Tza",1,0,0.042105263,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"60",59,3328,3328,411,NA,NA,NA,NA,NA,NA,1,513905.0348,2178075.079,"N3W5","29","NONE",116.833,0.0116833,"Tza",1,0,0.042105263,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"61",60,3331,3331,387,NA,NA,NA,NA,NA,NA,1,514086.9073,2178069.222,"N3W5","5","NONE",181.441,0.0181441,"Tlam",1,0,0.04516129,5,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"62",61,3336,3336,395,NA,NA,NA,NA,NA,NA,1,514280.5249,2177959.555,"N3W5","13","NONE",157.934,0.0157934,"Micca",1,0,0.024691358,2,"","",41,"unoccupied, not clear if cultivated or not",-1,"primary interpretation is the best assessment of a very ambiguous situation",20,"probably not occupied or utilized in this period",-1,"primary interpretation is the best assessment of a very ambiguous situation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"63",62,3337,3337,412,NA,NA,NA,NA,NA,NA,1,514016.2922,2177994.181,"N3W5","30","NONE",133.918,0.0133918,"Tza",1,0,0.031578947,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"64",63,3338,3338,412,NA,NA,NA,NA,NA,NA,1,514036.7398,2177980.873,"N3W5","30","NONE",206.847,0.0206847,"Tlam",1,0,0.031578947,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"65",64,3339,3339,412,NA,NA,NA,NA,NA,NA,1,514038.3093,2177950.545,"N3W5","30","NONE",120.348,0.0120348,"Tza",1,0,0.031578947,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"66",65,3340,3340,397,NA,NA,NA,NA,NA,NA,1,514025.8256,2177910.736,"N3W5","15","NONE",130.838,0.0130838,"Tlam",1,0,0.053571429,4,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"67",66,3350,3350,404,NA,NA,NA,NA,NA,NA,1,514017.8987,2177788.767,"N3W5","22","NONE",148.216,0.0148216,"",0,0,0.057553957,2,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"68",67,3351,3351,404,NA,NA,NA,NA,NA,NA,1,514016.6062,2177755.089,"N3W5","22","NONE",100.866,0.0100866,"Tza",1,0,0.057553957,2,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"69",68,3353,3353,406,NA,NA,NA,NA,NA,NA,1,513946.172,2177742.169,"N3W5","24","NONE",140.581,0.0140581,"Tlam",1,0,0.165354331,2,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",0
"70",69,3354,3354,188,NA,NA,NA,NA,NA,NA,1,513488.6853,2178293.582,"N3W6","25","NONE",134.14,0.013414,"Tza",1,0,0,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"71",70,3355,3355,188,NA,NA,NA,NA,NA,NA,1,513539.3945,2178262.512,"N3W6","25","NONE",155.913,0.0155913,"Tlam",1,0,0,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"72",71,3356,3356,188,NA,NA,NA,NA,NA,NA,1,513503.0246,2178206.719,"N3W6","25","NONE",101.432,0.0101432,"Tza",1,0,0,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"73",72,3357,3357,188,NA,NA,NA,NA,NA,NA,1,513453.5889,2178196.897,"N3W6","25","NONE",143.781,0.0143781,"Tza",1,0,0,3,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
"74",73,3359,3359,207,NA,NA,NA,NA,NA,NA,1,513421.1552,2177880.301,"N3W6","44","NONE",65.45,0.006545,"Micca",1,0,0,1,"","",41,"unoccupied, not clear if cultivated or not",77,"no plausible alternative to the pirmary interpretation",20,"probably not occupied or utilized in this period",77,"no plausible alternative to the primary interpretation","Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","",NA,NA,NA,NA,NA,NA,0,1,NA,"",0,NA,"",NA,"","H2020",-2,"Unoccu","unoccupied",12,"Unoccu","Unoccupied",5,"Unoccu","Unoccupied",0,0,1,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",0
